"","id","txt","date","like","video","reply","re_reply"
"1","jeju_party24_","최고가 아니면 모시지않습니다.
정직한 주대 !

사소한 부분까지 모두 맞춰드리겠습니다!

제주 여행길의 재미를 책임지는 오직 유아인 실장만 가능한 미친듯한 특별한 서비스! !

단체예약? 얼마든지 가능합니다!
혼술손님? 제가 같이 케어하겠습니다.
남자손님? 최고의 미모로 모시겠습니다.
여자손님? 공주님으로 받들겠습니다.

지금 순간을 가장기억에 남는 시간으로 만들겠습니다.

선수 150명 아가씨 300명  항시대기
최고의 강남DJ팀 공연팀 항시대기

<U+2682><U+2683><U+2684><U+2685>24시간 운영 중<U+2685><U+2684><U+2683><U+2682>

카톡/DM/문자 모두 문의 가능 칼답 갑니다!

선수/아가씨 상시 모집! 숙소지원
당일결제 월 1000-2000만<U+2714>

010-2055-0038 유아인 실장
.
.
.
#제주호빠 #호스트룸 #호빠 #생일파티 #제주텐프로 #제주도 #제주놀만한곳 #제주룸싸롱 #제주셔츠룸 #제주호스트바 #제주유흥추천 #제주가라오케 #제주노래방 #연동노래방 #연동가라오케 #제주맛집 #제주살이 #제주술집 #연동 #제주도여행 #제주도퍼블릭 #제주도맛집 #제주유흥 #좋아요반사 #선팔하면맞팔 #맞팔 #제주도노래방 #제주도아가씨 #유흥업소","2021년 3월 19일","가장 먼저 
좋아요
를 눌러보세요",NA,NA,NA
"2","mustache_jeju_island",".
제주 핫플레이스 콧수염 카페 <U+0001F60A>
여심 저격 피크닉
옥상 빈백 정원
푸른 잔디 위에 편안한 빨간 빈백 소파
월정 바다가 한눈에 들어오는 별관 야외 테라스
까지 준비되어 있어요 <U+2615><U+FE0F><U+0001F9FA><U+0001F415>
<U+2800><U+2800><U+2800><U+2800><U+2800>
<U+2800><U+2800><U+2800><U+2800><U+2800>
제주시 구좌읍 해맞이해안로 406 카페콧수염
070-4131-8880<U+2800><U+2800><U+2800><U+2800><U+2800>

피드백을 남겨주신 고객님께 추첨을 통하여 소정의 상품을 드립니다.
예쁜 사진 남겨주셔서 감사합니다 <U+0001F337>

#제주도민맛집 #서귀포카페 #제주도여행 #월정리맛집 #제주시카페 #성산일출봉맛집 #제주도마카롱 #제주월정리 #제주여행 #월정리카페콧수염 #제주도 #제주도카페 #제주월정리카페 #구좌읍 #제주애견동반카페 #제주카페 #제주카페추천 #제주 #월정리해변 #월정리콧수염 #성산맛집 #월정리 #제주맛집 #월정리카페 #공항근처맛집 #제주도맛집 #함덕카페 #월정리카페거리 #제주피크닉 #제주애견동반","2021년 3월 19일","좋아요 1개",NA,NA,NA
"3","youngdumbyouth_sale","check!<U+0001F447><U+0001F3FB>
<U+2022>skirt38,000->15,000

skirt
ㅎㅓㄹㅣ 33(ㅂㅐㄴㄷㅣㅇ), ㅊㅗㅇ ㄱㅣㅈㅏㅇ 63

ㄱㅜㅁㅐ ㅁㅜㄴㅇㅢ dm<U+0001F90D>","2021년 3월 19일","좋아요 2개",NA,"<U+0001F9F7>","@youngdumbyouth_sale #빈티지#빈티지패션#여성빈티지#세컨핸드#여자코디#제주도맛집#고양이#부산카페#패션#소통#일상#데일리#좋아요#옷스타그램#오오티디#부산빈티지#동묘#빈티지룩#수입빈티지#코트#니트#원피스#버버리#청바지#가디건#슬리브리스#부츠"
"4","brojeans_pic","삼각대와 리모컨 본전뽑기
.
.
.
.
.
#오설록 #오설록티뮤지엄 #녹차 #녹차라떼 #녹차밭 #제주도 #제주도여행 #제주여행 #제주카페 #제주도카페 #제주도맛집 #커플스냅 #셀프스냅 #셀프웨딩촬영 #스냅사진 #스냅샷 #커플룩 #시밀러룩 #데이트스냅 #신혼여행 #여행사진 #여행스냅 #portraitphotography #portraits #honeymoon #selfie #selfietime #selfiegram #좋반 #좋아요반사테러","2021년 3월 19일","좋아요 12개",NA,NA,NA
"5","farvento","한치오일파스타+새우크림파스타<U+0001F60D>
신창휴게소 맞은편 언덕에 있어요(차로3분거리~)

#전복리조또 <U+0001F44D><U+0001F44D>
#한치오일파스타 <U+0001F44D><U+0001F44D>
#제주서쪽
#신창해안도로
#신창풍차해안도로
#jmt
영업시간 11:00~20:00(오후3~5시방문시 전화문의)
일요일 휴무
*12/24~3/28까지 제주 특별대책으로
한팀에 4명씩(가족제외/등본필지참)
인원제한됩니다*

*코로나 의심증상있으신 분들은
방문 자제  부탁드려요~*","2021년 3월 19일","가장 먼저 
좋아요
를 눌러보세요",NA,"#파벤토 #제주도맛집 #협재맛집 #한림맛집 #제주영어마을 #신창맛집 #판포리맛집 #제주여행 #대정맛집 #제주영어교육도시 #신화월드맛집 #오설록맛집 #조수리맛집 #저지리맛집 #금능맛집 #두모리맛집 #한경면맛집 #싱계물공원 #여행그램 #여행스타그램 #제주맛집추천 #울트라마린 #몽상드애월",NA
"6","youngdumbyouth_sale","check!<U+0001F447><U+0001F3FB>
<U+2022>cardigan 25,000->10,000

free

ㄱㅜㅁㅐ ㅁㅜㄴㅇㅢ dm<U+0001F90D>","2021년 3월 19일","좋아요 2개",NA,"<U+0001F9F7>","@youngdumbyouth_sale #빈티지#빈티지패션#여성빈티지#세컨핸드#여자코디#제주도맛집#고양이#부산카페#패션#소통#일상#데일리#좋아요#옷스타그램#오오티디#부산빈티지#동묘#빈티지룩#수입빈티지#코트#니트#원피스#버버리#청바지#가디건#슬리브리스#부츠"
"7","sugartop",NA,NA,"좋아요 7개",NA,NA,NA
"8","justcallme_chongchong","녹두삼계탕

몸이 따뜻해지고 피로가 풀린다
제주도의 3월은 아직 추워서
몸을 녹이고 싶었다.

부드러워 뼈까지 부서진다.

특별하지 않지만 실망도 없었다
이집만의 하얀 마늘 장아찌가 일품이다.

#도민맛집인듯일끝내고많이들오신다
전복삼계탕을많이시켜드시더라

#녹두삼계탕 12000원
#전복삼계탕 15000원

#조천맛집 #제주도맛집 #제주여행 #제주도 #dinner #koreanfood #kfood #jeju #chicken #foodie #fitfood #healthyfood","2021년 3월 19일",NA,"조회 2회",NA,NA
"9","bodam_good","잇힝 !뿌셔버릴꺼야<U+0001F958><U+0001F372><U+0001F374><U+0001F944>","2021년 3월 19일","좋아요 3개",NA,"<U+0001F60D>","@bodam_good #제주도#제주시#제주시맛집#제주밥집#제주맛집#제주예찬#맛있다#냠냠#맛집그램#제주도맛집#일상#일상스타그램#냠냠그램#여행#여행스타그램"
"10","soyamii3",".
애월 로드129
성게크림파스타
흑돼지함박스테이크
흑돼지치즈돈까스
훅돼지수제돈까스
해물야끼소바
.
전메뉴 포장가능
사전 전화주문시 빠른포장 가능하세요
01030766122
.#애월맛집#제주맛집#애월읍맛집#애월항맛집#제주애월점심#애월맛집추천#제주애월맛집#애월점심추천#애월밥집#제주현지인맛집#제주도민추천맛집#제주도현지인맛집#도민맛집#제주혼밥#제주시맛집#제주도맛집#금능맛집#한림맛집#협재맛집#협재해수욕장맛집#곽지해수욕장맛집#더럭분교맛집#애월해안도로#제주서쪽맛집#애월데이트코스#새별오름#애월카페#제주데이트코스","2021년 3월 19일","좋아요 1개",NA,NA,NA
